penger	penge
.	$.

Dette	dette
kombineres	kombinere
med	med
et	en
mindre	liten
medlemsbidrag	medlemsbidrag
som	som
skal	skulle
dekke	dekke
finansieringen	finansiering
av	av
menighetens	menighetens
øvrige	øvrig
virksomhet	virksomhet
.	$.

Et	en
mindretall	mindretall
anbefaler	anbefale
at	at
den	den
offentlige	offentlig
bevilgningen	bevilgning
i	i
sin	sin
helhet	helhet
kommer	komme
fra	fra
staten	stat
.	$.

Et	en
annet	annen
mindretall	mindretall
anbefaler	anbefale
en	en
hovedfinansiering	hovedfinansiering
gjennom	gjennom
en	en
medlemskontingent	medlemskontingent
,	$,
supplert	supplere
med	med
offentlige	offentlig
tilskudd	tilskudd
til	til
særskilte	særskilt
formål	formål
.	$.

2.1.3	2.1.3
Gravferdsforvaltningen	Gravferdsforvaltningen
|	$|

Flertallet	flertall
på	på
17	17
av	av
20	20
medlemmer	medlem
anbefaler	anbefale
at	at
gravferdsloven	gravferdsloven
endres	endre
slik	slik
at	at
hovedprinsippet	hovedprinsippet
er	være
at	at
kommunen	kommune
har	ha
ansvaret	ansvar
for	for
gravferdsforvaltningen	gravferdsforvaltningen
,	$,
fordi	fordi
gravferd	gravferd
er	være
en	en
allmenn	allmenn
oppgave	oppgave
som	som
bør	burde
ivaretas	ivareta
av	av
det	det
offentlige	offentlig
.	$.

Kommunen	Kommunen
er	være
en	en
tros-	tros-
og	og
livssynsmessig	livssynsmessig
nøytral	nøytral
instans	instans
,	$,
og	og
skillet	skille
mellom	mellom
de	de
juridiske	juridisk
og	og
praktiske	praktisk
sidene	side
ved	ved
gravferd	gravferd
og	og
de	de
religiøse	religiøs
og	og
seremonielle	seremonielle
sidene	side
blir	bli
tydeligere	tydelig
.	$.

Samtidig	samtidig
blir	bli
Den	Den
norske	norsk
kirke	kirke
frigjort	frigjort
fra	fra
en	en
stor	stor
og	og
ressurskrevende	ressurskrevende
oppgave	oppgave
.	$.

Dette	dette
hindrer	hindre
ikke	ikke
at	at
kommunen	kommune
kan	kunne
inngå	inngå
avtale	avtale
med	med
Den	Den
norske	norsk
kirke	kirke
om	om
å	å
overføre	overføre
ansvaret	ansvar
til	til
kirkelig	kirkelig
fellesråd	fellesråd
der	der
det	det
er	være
hensiktsmessig	hensiktsmessig
.	$.

Utvalgets	utvalg
mindretall	mindretall
på	på
3	3
av	av
20	20
medlemmer	medlem
anbefaler	anbefale
at	at
kirkelig	kirkelig
fellesråd	fellesråd
beholder	beholde
ansvaret	ansvar
,	$,
både	både
fordi	fordi
langt	lang
de	de
fleste	mange
gravferder	gravferder
skjer	skje
etter	etter
Den	Den
norske	norsk
kirkes	kirkes
ritualer	ritualer
og	og
fordi	fordi
kirkebygg	kirkebygg
og	og
kirkegårder	kirkegårder
utgjør	utgjøre
en	en
integrert	integrere
helhet	helhet
de	de
fleste	mange
steder	sted
.	$.

Mindretallet	Mindretallet
påpeker	påpeke
at	at
det	det
heller	heller
ikke	ikke
er	være
registrert	registrere
noe	noe
ønske	ønske
i	i
flertallet	flertall
av	av
befolkningen	befolkning
om	om
å	å
flytte	flytte
ansvaret	ansvar
over	over
på	på
kommunene	kommune
,	$,
og	og
at	at
de	de
fleste	mange
er	være
fornøyde	fornøyd
med	med
måten	måte
kirkelig	kirkelig
fellesråd	fellesråd
ivaretar	ivaretar
ansvaret	ansvar
på	på
.	$.

Utvalget	utvalg
anbefaler	anbefale
at	at
begrepet	begrep
kirkegård	kirkegård
i	i
lovverket	lovverk
erstattes	erstatte
av	av
den	den
nøytrale	nøytral
betegnelsen	betegnelse
gravlund	gravlund
eller	eller
gravplass	gravplass
.	$.

Det	det
bør	burde
vurderes	vurdere
å	å
erstatte	erstatte
vigsling	vigsling
av	av
hele	hel
gravlunden	gravlunden
med	med
vigsling	vigsling
av	av
enkeltfelt	enkeltfelt
for	for
å	å
tydeliggjøre	tydeliggjøre
at	at
deler	del
av	av
gravlunden	gravlunden
benyttes	benytte
av	av
flere	mange
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
.	$.

Det	det
er	være
et	en
økende	øke
behov	behov
for	for
å	å
ivareta	ivareta
ulike	ulik
tros-	tros-
og	og
livssynsmessige	livssynsmessige
behov	behov
og	og
gravskikker	gravskikker
på	på
en	en
tilfredsstillende	tilfredsstille
måte	måte
.	$.

Utvalget	utvalg
anbefaler	anbefale
derfor	derfor
at	at
det	det
etableres	etableres
et	en
faglig	faglig
forum	forum
i	i
hvert	hver
bispedømme	bispedømme
/	$/
fylke	fylke
med	med
rådgivende	rådgivende
funksjon	funksjon
i	i
forhold	forhold
til	til
fellesråd	fellesråd
/	$/
kommune	kommune
.	$.

Forumet	Forumet
bør	burde
ha	ha
særlig	særlig
fokus	fokus
på	på
samarbeid	samarbeid
mellom	mellom
de	de
ansvarlige	ansvarlig
for	for
gravferdsseremoni	gravferdsseremoni
og	og
gravferdsforvaltning	gravferdsforvaltning
,	$,
ulike	ulik
gravferdsskikker	gravferdsskikker
og	og
gravlundene	gravlundene
som	som
kulturminner	kulturminne
.	$.

2.1.4	2.1.4
Fredede	Fredede
og	og
verneverdige	verneverdig
kirker	kirker
|	$|

Kirkebygg	Kirkebygg
og	og
kirkekunst	kirkekunst
er	være
ikke	ikke
bare	bare
en	en
kilde	kilde
til	til
kunnskap	kunnskap
om	om
den	den
kristne	kristen
kulturarv	kulturarv
og	og
om	om
trosliv	trosliv
og	og
trosuttrykk	trosuttrykk
gjennom	gjennom
århundrene	århundrene
.	$.

Like	like
mye	mye
er	være
det	det
et	en
uttrykk	uttrykk
for	for
byggeskikk	byggeskikk
,	$,
håndverkstradisjoner	håndverkstradisjoner
,	$,
materialbruk	materialbruk
og	og
stilarter	stilarter
.	$.

Kirkenes	Kirkenes
utsmykning	utsmykning
er	være
blant	blant
landets	land
viktigste	viktig
kunstskatter	kunstskatter
.	$.

Ut	ut
fra	fra
kulturpolitiske	kulturpolitisk
hensyn	hensyn
mener	mene
utvalget	utvalg
det	det
må	måtte
etableres	etableres
særskilte	særskilt
finansieringsordninger	finansieringsordninger
for	for
fredede	fredede
og	og
verneverdige	verneverdig
kirker	kirker
,	$,
uavhengig	uavhengig
av	av
den	den
fremtidige	fremtidig
relasjonen	relasjonen
mellom	mellom
staten	stat
og	og
Den	Den
norske	norsk
kirke	kirke
.	$.

Utvalget	utvalg
anbefaler	anbefale
at	at
det	det
,	$,
i	i
tillegg	tillegg
til	til
dagens	dag
støtteordninger	støtteordning
for	for
kulturhistoriske	kulturhistorisk
bygg	bygg
,	$,
opprettes	opprette
en	en
særskilt	særskilt
statlig	statlig
kirkeantikvarisk	kirkeantikvarisk
tilskuddsordning	tilskuddsordning
tilsvarende	tilsvare
den	den
svenske	svensk
løsningen	løsning
.	$.

Tilskuddsordningen	Tilskuddsordningen
skal	skulle
automatisk	automatisk
tre	tre
i	i
kraft	kraft
når	når
et	en
kirkebygg	kirkebygg
er	være
fredet	fredet
eller	eller
vernet	verne
.	$.

Utvalget	utvalg
anbefaler	anbefale
at	at
en	en
slik	slik
tilskuddsordning	tilskuddsordning
,	$,
uavhengig	uavhengig
av	av
fremtidig	fremtidig
kirkeordning	kirkeordning
,	$,
forvaltes	forvalte
av	av
sentrale	sentral
kirkelige	kirkelig
myndigheter	myndighet
som	som
fordeler	fordele
tilskuddet	tilskuddet
etter	etter
søknader	søknader
fra	fra
menigheter	menighet
og	og
/	$/
eller	eller
fellesråd	fellesråd
.	$.

Riksantikvaren	Riksantikvaren
skal	skulle
uttale	uttale
seg	seg
om	om
den	den
enkelte	enkelt
søknad	søknad
.	$.

Et	en
flertall	flertall
på	på
17	17
av	av
20	20
medlemmer	medlem
understreker	understreke
også	også
behovet	behov
for	for
ekstra	ekstra
økonomiske	økonomisk
strakstiltak	strakstiltak
innenfor	innenfor
dagens	dag
bevilgningsordninger	bevilgningsordninger
for	for
å	å
hindre	hindre
ytterligere	ytterligere
forfall	forfall
og	og
ødeleggelse	ødeleggelse
av	av
kirkebygg	kirkebygg
.	$.

Utvalget	utvalg
mener	mene
at	at
alle	all
kirker	kirker
må	måtte
kunne	kunne
tjene	tjene
til	til
sitt	sin
bruksformål	bruksformål
som	som
menighetskirke	menighetskirke
uavhengig	uavhengig
av	av
vernestatus	vernestatus
.	$.

Det	det
må	måtte
kunne	kunne
gjøres	gjøre
investeringer	investering
og	og
oppgraderinger	oppgraderinger
som	som
gjør	gjøre
dette	dette
mulig	mulig
.	$.

Utvalget	utvalg
foreslår	foreslå
at	at
staten	stat
overtar	overta
eierskapet	eierskap
til	til
fredede	fredede
og	og
verneverdige	verneverdig
kirker	kirker
som	som
tas	ta
ut	ut
av	av
kirkelig	kirkelig
bruk	bruk
.	$.

Utvalget	utvalg
anbefaler	anbefale
at	at
det	det
etableres	etableres
et	en
kulturminnefaglig	kulturminnefaglig
kompetansesenter	kompetansesenter
innenfor	innenfor
Den	Den
norske	norsk
kirke	kirke
.	$.

Senteret	senter
bør	burde
etableres	etableres
i	i
tilknytning	tilknytning
til	til
eksisterende	eksistere
kulturminnefaglige	kulturminnefaglige
miljøer	miljø
.	$.

2.1.5	2.1.5
Eiendomsrett	Eiendomsrett
|	$|

Kirker	Kirker
og	og
kirkefond	kirkefond
|	$|

Utvalget	utvalg
legger	legge
til	til
grunn	grunn
at	at
Den	Den
norske	norsk
kirke	kirke
ved	ved
en	en
endret	endre
kirkeordning	kirkeordning
blir	bli
et	en
eget	egen
rettssubjekt	rettssubjekt
,	$,
og	og
at	at
kirken	kirke
også	også
sentralt	sentral
kan	kunne
tilføres	tilføres
faste	fast
eiendommer	eiendommer
og	og
kapital	kapital
.	$.

Utvalgets	utvalg
flertall	flertall
mener	mene
eierforhold	eierforhold
mellom	mellom
Den	Den
norske	norsk
kirke	kirke
sentralt	sentral
og	og
lokalt	lokal
bør	burde
bygge	bygge
på	på
en	en
videreføring	videreføring
av	av
grunnprinsippet	grunnprinsippet
om	om
soknenes	soknenes
eiendomsrett	eiendomsrett
til	til
soknekirker	soknekirker
og	og
lokale	lokal
kirkefond	kirkefond
.	$.

Mindretallet	Mindretallet
anbefaler	anbefale
at	at
det	det
ved	ved
en	en
endret	endre
kirkeordning	kirkeordning
foretas	foreta
et	en
samlet	samle
bo-oppgjør	bo-oppgjør
,	$,
da	da
kirkebygg	kirkebygg
,	$,
kirkelig	kirkelig
infrastruktur	infrastruktur
og	og
eiendomsmasse	eiendomsmasse
er	være
bygd	bygge
opp	opp
av	av
fellesskapet	fellesskap
gjennom	gjennom
århundrer	århundre
,	$,
bl.a.	bl.a.
gjennom	gjennom
beskatning	beskatning
.	$.

Dette	dette
må	måtte
det	det
tas	ta
hensyn	hensyn
til	til
ved	ved
en	en
fremtidig	fremtidig
bodeling	bodeling
.	$.

Opplysningsvesenets	Opplysningsvesenets
fond	fond
(	$(
OVF	OVF
)	$)
|	$|

Utvalget	utvalg
mener	mene
at	at
spørsmålet	spørsmål
om	om
eiendomsretten	eiendomsrett
til	til
OVF	OVF
ikke	ikke
kan	kunne
avgjøres	avgjøre
gjennom	gjennom
juridiske	juridisk
utredninger	utredninger
,	$,
men	men
må	måtte
avgjøres	avgjøre
ved	ved
en	en
politisk	politisk
beslutning	beslutning
i	i
Stortinget	Stortinget
.	$.

Flertallet	flertall
på	på
18	18
av	av
20	20
medlemmer	medlem
anbefaler	anbefale
at	at
OVF	OVF
overføres	overføre
til	til
Den	Den
norske	norsk
kirke	kirke
.	$.

Flertallet	flertall
legger	legge
til	til
grunn	grunn
at	at
en	en
overføring	overføring
av	av
OVF	OVF
til	til
Den	Den
norske	norsk
kirke	kirke
ikke	ikke
gir	gi
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
noe	noe
krav	krav
på	på
tilsvarende	tilsvare
økonomisk	økonomisk
kompensasjon	kompensasjon
.	$.

Et	en
mindretall	mindretall
anser	anse
OVF	OVF
som	som
statens	stat
eiendom	eiendom
og	og
fellesskapets	fellesskap
verdier	verdi
.	$.

Eiendommer	Eiendommer
som	som
i	i
dag	dag
er	være
i	i
kirkelig	kirkelig
bruk	bruk
overføres	overføre
til	til
Den	Den
norske	norsk
kirke	kirke
,	$,
mens	mens
andre	annen
beholdes	beholdes
av	av
staten	stat
eller	eller
avhendes	avhendes
.	$.

2.2	2.2
Kort	kort
om	om
kapitlene	kapittel
|	$|

2.2.1	2.2.1
Historisk	historisk
tilbakeblikk	tilbakeblikk
|	$|

I	i
kapittel	kapittel
3	3
kastes	kastes
det	det
lys	lys
over	over
kirkens	kirke
historie	historie
med	med
hovedfokus	hovedfokus
på	på
selve	selve
statskirkeordningen	statskirkeordningen
.	$.

Allerede	allerede
for	for
1000	1000
år	år
siden	siden
ble	bli
religionen	religion
ansett	anse
som	som
en	en
viktig	viktig
sammenbindende	sammenbindende
faktor	faktor
i	i
samfunnet	samfunn
og	og
bevisst	bevisst
brukt	bruke
i	i
rikssamlingsprosessen	rikssamlingsprosessen
av	av
kongene	kongene
.	$.

Kongens	Kongens
religion	religion
skulle	skulle
være	være
folkets	folk
religion	religion
.	$.

Kristendommen	Kristendommen
ble	bli
offisiell	offisiell
religion	religion
,	$,
og	og
kristenretten	kristenretten
ble	bli
en	en
del	del
av	av
det	det
vanlige	vanlig
lovverket	lovverk
.	$.

I	i
løpet	løp
av	av
middelalderen	middelalder
bygde	bygge
kirken	kirke
opp	opp
sitt	sin
organisasjonsapparat	organisasjonsapparat
og	og
skaffet	skaffe
seg	seg
store	stor
økonomiske	økonomisk
ressurser	ressurs
.	$.

Konge	Konge
og	og
kirke	kirke
var	være
fra	fra
midten	midt
av	av
1100-tallet	1100-tallet
de	de
to	to
store	stor
maktsentrene	maktsentrene
i	i
samfunnet	samfunn
som	som
både	både
samarbeidet	samarbeide
og	og
konkurrerte	konkurrerte
.	$.

I	i
perioder	periode
lignet	ligne
kirken	kirke
en	en
statskirke	statskirke
grunnet	grunnet
den	den
nære	nær
forbindelsen	forbindelse
med	med
kongemakten	kongemakten
.	$.

Reformasjonen	Reformasjonen
medførte	medføre
store	stor
endringer	endring
både	både
politisk	politisk
og	og
kirkelig	kirkelig
.	$.

Kirken	kirke
ble	bli
nasjonalisert	nasjonalisere
,	$,
og	og
staten	stat
ble	bli
konfesjonell	konfesjonell
(	$(
evangelisk-luthersk	evangelisk-luthersk
)	$)
.	$.

Reformasjonstidens	Reformasjonstidens
kirke	kirke
anses	anse
i	i
dag	dag
som	som
en	en
kongestyrt	kongestyrt
lands-	lands-
eller	eller
folkekirke	folkekirke
med	med
et	en
visst	viss
selvstyre	selvstyre
.	$.

På	på
1700-tallet	1700-tallet
ble	bli
statskirkesystemet	statskirkesystemet
utviklet	utvikle
.	$.

Kirkestyret	Kirkestyret
ble	bli
en	en
integrert	integrere
del	del
av	av
den	den
lutherske	luthersk
konges	konges
funksjon	funksjon
som	som
lovgiver	lovgiver
og	og
myndighetsutøver	myndighetsutøver
"	$"
av	av
Guds	Gud
nåde	nåde
"	$"
.	$.

Loven	lov
om	om
enevoldsstyret	enevoldsstyret
forpliktet	forplikte
kongen	konge
på	på
den	den
evangelisk-lutherske	evangelisk-lutherske
bekjennelse	bekjennelse
og	og
ga	gi
ham	han
ansvar	ansvar
for	for
undersåttenes	undersåttenes
kristelige	kristelige
liv	liv
.	$.

Biskoper	Biskoper
og	og
prester	prest
forvaltet	forvalte
fullmaktene	fullmaktene
som	som
Gud	Gud
og	og
Kongen	Kongen
hadde	ha
overdratt	overdratt
dem	de
.	$.

Stat	Stat
og	og
kirke	kirke
hadde	ha
sammenfallende	sammenfallende
interesser	interesse
på	på
flere	mange
områder	område
.	$.

Befolkningen	Befolkningen
var	være
livssynsmessig	livssynsmessig
homogen	homogen
,	$,
og	og
religiøse	religiøs
spørsmål	spørsmål
ble	bli
ansett	anse
som	som
en	en
forutsetning	forutsetning
for	for
statens	stat
eksistens	eksistens
.	$.

Allmueskolen	Allmueskolen
fra	fra
1737	1737
ble	bli
primært	primær
opprettet	opprette
som	som
en	en
kirkeskole	kirkeskole
med	med
opplæring	opplæring
i	i
evangelisk-luthersk	evangelisk-luthersk
kristendom	kristendom
og	og
konfirmasjon	konfirmasjon
som	som
skoleavslutning	skoleavslutning
.	$.

Den	den
nye	ny
norske	norsk
staten	stat
fra	fra
1814	1814
var	være
en	en
liberal	liberal
og	og
demokratisk	demokratisk
rettsstat	rettsstat
.	$.

Opplysningstidens	Opplysningstidens
statsoppfatning	statsoppfatning
var	være
den	den
sekulariserte	sekulariserte
staten	stat
,	$,
men	men
de	de
nye	ny
ideene	idé
fikk	få
ikke	ikke
fullt	full
gjennomslag	gjennomslag
.	$.

På	på
det	det
kirkelige	kirkelig
området	område
ble	bli
enevoldstidens	enevoldstidens
ordninger	ordning
og	og
forvaltning	forvaltning
videreført	videreføre
.	$.

Grunnloven	Grunnloven
fastslo	fastslå
at	at
den	den
evangelisk-lutherske	evangelisk-lutherske
religion	religion
fortsatt	fortsatt
skulle	skulle
være	være
statens	stat
offentlige	offentlig
religion	religion
,	$,
og	og
religionsfriheten	religionsfriheten
ble	bli
ikke	ikke
konstitusjonelt	konstitusjonell
sikret	sikre
.	$.

Mens	mens
folket	folk
tidligere	tidlig
skulle	skulle
ha	ha
samme	samme
religion	religion
som	som
Kongen	Kongen
,	$,
ble	bli
nå	nå
Kongen	Kongen
pålagt	pålegge
å	å
ha	ha
samme	samme
religion	religion
som	som
"	$"
folket	folk
"	$"
(	$(
staten	stat
)	$)
.	$.

På	på
midten	midt
av	av
1800-tallet	1800-tall
ble	bli
det	det
fremmet	fremme
forslag	forslag
om	om
ordninger	ordning
som	som
kunne	kunne
gi	gi
Den	Den
norske	norsk
kirke	kirke
større	stor
indre	indre
frihet	frihet
og	og
selvstendighet	selvstendighet
,	$,
og	og
i	i
1870	1870
ble	bli
det	det
foreslått	foreslå
å	å
oppheve	oppheve
statskirkeordningen	statskirkeordningen
.	$.

Men	men
Stortinget	Stortinget
fastholdt	fastholdt
Grunnlovens	Grunnlovens
bestemmelser	bestemmelse
om	om
statsreligionen	statsreligionen
.	$.

Liberaliserings-	Liberaliserings-
og	og
demokratiseringsprosessen	demokratiseringsprosess
ble	bli
likevel	likevel
stadig	stadig
mer	mye
omfattende	omfattende
,	$,
og	og
konfesjonsstatens	konfesjonsstatens
betydning	betydning
ble	bli
gradvis	gradvis
redusert	redusere
.	$.

I	i
1842	1842
opphevet	oppheve
et	en
enstemmig	enstemmig
Storting	Storting
Konventikkelplakaten	Konventikkelplakaten
fra	fra
1741	1741
.	$.

Leke	Leke
kirkemedlemmer	kirkemedlemmer
og	og
ikke	ikke
bare	bare
prester	prest
kunne	kunne
nå	nå
forkynne	forkynne
offentlig	offentlig
,	$,
og	og
lekfolk	lekfolk
kunne	kunne
holde	holde
samlinger	samlinger
uten	uten
prestens	prestens
vitende	vitende
og	og
kontroll	kontroll
.	$.

I	i
1845	1845
ble	bli
dissenterloven	dissenterloven
vedtatt	vedta
.	$.

Den	den
ga	gi
norske	norsk
borgere	borger
generell	generell
rett	rett
til	til
å	å
melde	melde
seg	seg
ut	ut
av	av
statskirken	statskirke
og	og
på	på
visse	viss
betingelser	betingelse
etablere	etablere
andre	annen
kristne	kristen
trossamfunn	trossamfunn
under	under
offentlig	offentlig
kontroll	kontroll
.	$.

Ved	ved
endringen	endringen
av	av
dissenterloven	dissenterloven
i	i
1891	1891
fikk	få
også	også
ikke-kristne	ikke-kristne
religioner	religion
adgang	adgang
til	til
å	å
organisere	organisere
seg	seg
i	i
Norge	Norge
.	$.

Den	den
såkalte	såkalt
jødeparagrafen	jødeparagrafen
,	$,
som	som
nektet	nekte
jøder	jøde
adgang	adgang
til	til
kongeriket	kongerike
,	$,
ble	bli
opphevet	oppheve
i	i
1851	1851
.	$.

Det	det
generelle	generell
forbudet	forbud
mot	mot
munkeordener	munkeordener
ble	bli
strøket	strøket
i	i
1897	1897
.	$.

Først	først
i	i
1956	1956
fikk	få
jesuitter	jesuitter
adgang	adgang
til	til
riket	rike
.	$.

Lov	Lov
om	om
trudomssamfunn	trudomssamfunn
og	og
ymist	ymist
anna	anna
ble	bli
vedtatt	vedta
i	i
1969	1969
og	og
erstattet	erstatte
dissenterloven	dissenterloven
av	av
1891	1891
.	$.

Forfatningskampen	Forfatningskampen
i	i
1870-80-årene	1870-80-årene
om	om
forholdet	forhold
mellom	mellom
den	den
lovgivende	lovgivende
og	og
utøvende	utøvende
statsmakt	statsmakt
endte	ende
med	med
at	at
parlamentarismen	parlamentarismen
ble	bli
etablert	etablere
som	som
statsskikk	statsskikk
.	$.

Parlamentarismen	Parlamentarismen
opphevet	oppheve
den	den
personlige	personlig
kongemakten	kongemakten
.	$.

Dette	dette
berørte	berøre
også	også
kirkeordningen	kirkeordningen
,	$,
siden	siden
Kongen	Kongen
var	være
kirkens	kirke
øverste	øvre
leder	leder
.	$.

Kongens	Kongens
styre	styre
skulle	skulle
utøves	utøve
av	av
regjeringen	regjering
,	$,
som	som
fra	fra
nå	nå
av	av
fikk	få
sin	sin
politiske	politisk
legitimitet	legitimitet
fra	fra
Stortinget	Stortinget
.	$.

Stortinget	Stortinget
hadde	ha
ingen	ingen
konfesjonelle	konfesjonelle
forpliktelser	forpliktelse
,	$,
og	og
kunne	kunne
dessuten	dessuten
selv	selv
gi	gi
lover	lov
for	for
kirken	kirke
.	$.

Med	med
parlamentarismen	parlamentarismen
ble	bli
det	det
alminnelige	alminnelig
folkestyret	folkestyre
bedre	god
sikret	sikre
og	og
embetsmakten	embetsmakten
svekket	svekke
,	$,
men	men
den	den
førte	føre
samtidig	samtidig
til	til
uklarhet	uklarhet
når	når
det	det
gjaldt	gjelde
det	det
øverste	øvre
kirkestyrets	kirkestyrets
kirkelige	kirkelig
og	og
konfesjonelle	konfesjonelle
forankring	forankring
.	$.

Under	under
okkupasjonen	okkupasjonen
gjorde	gjøre
representanter	representant
for	for
geistligheten	geistligheten
og	og
ledere	leder
i	i
frivillige	frivillig
kristelige	kristelige
organisasjoner	organisasjon
felles	felles
front	front
mot	mot
nazimyndighetene	nazimyndighetene
.	$.

Biskopene	Biskopene
og	og
de	de
fleste	mange
prestene	prestene
nedla	nedla
sine	sin
statlige	statlig
embeter	embeter
våren	vår
1942	1942
og	og
videreførte	videreføre
sin	sin
virksomhet	virksomhet
i	i
folket	folk
med	med
hjemmel	hjemmel
i	i
Grunnloven	Grunnloven
og	og
på	på
grunnlag	grunnlag
av	av
ordinasjonen	ordinasjonen
.	$.

Dokumentet	Dokumentet
Kirkens	kirke
Grunn	Grunn
begrunner	begrunne
biskopenes	biskopenes
og	og
prestenes	prestenes
embetsnedleggelse	embetsnedleggelse
både	både
rettslig	rettslig
og	og
teologisk	teologisk
.	$.

Statens	Statens
maktmonopol	maktmonopol
avvises	avvises
,	$,
fordi	fordi
Gud	Gud
står	stå
over	over
både	både
staten	stat
og	og
kirken	kirke
.	$.

Kirkens	kirke
Grunn	Grunn
understreker	understreke
at	at
kirken	kirke
ikke	ikke
skal	skulle
være	være
herre	herre
over	over
staten	stat
i	i
timelige	timelige
ting	ting
,	$,
og	og
at	at
staten	stat
ikke	ikke
skal	skulle
være	være
herre	herre
over	over
menneskers	menneske
samvittighet	samvittighet
og	og
tro	tro
.	$.

I	i
praksis	praksis
fungerte	fungere
Den	Den
norske	norsk
kirke	kirke
som	som
en	en
statsuavhengig	statsuavhengig
kirke	kirke
fra	fra
1.	1.
påskedag	påskedag
1942	1942
og	og
frem	frem
til	til
frigjøringen	frigjøringen
,	$,
da	da
statskirkeordningen	statskirkeordningen
igjen	igjen
trådte	tre
i	i
kraft	kraft
.	$.

Flere	mange
offentlige	offentlig
og	og
kirkelige	kirkelig
utvalg	utvalg
utredet	utrede
ulike	ulik
sider	side
ved	ved
forholdet	forhold
mellom	mellom
stat	stat
og	og
kirke	kirke
i	i
løpet	løp
av	av
1900-tallet	1900-tall
.	$.

Statskirkeordningen	Statskirkeordningen
var	være
til	til
behandling	behandling
i	i
Stortinget	Stortinget
en	en
rekke	rekke
ganger	gang
,	$,
men	men
det	det
har	ha
aldri	aldri
vært	være
tilstrekkelig	tilstrekkelig
flertall	flertall
på	på
Stortinget	Stortinget
for	for
å	å
oppheve	oppheve
ordningen	ordning
.	$.

Ordningen	ordning
har	ha
imidlertid	imidlertid
blitt	bli
reformert	reformert
gjennom	gjennom
ulike	ulik
lovendringer	lovendring
som	som
gradvis	gradvis
har	ha
gitt	gi
kirken	kirke
større	stor
selvstendighet	selvstendighet
og	og
uavhengighet	uavhengighet
fra	fra
staten	stat
.	$.

Ved	ved
at	at
myndighet	myndighet
har	ha
blitt	bli
delegert	delegert
,	$,
er	være
potensialet	potensial
for	for
konflikter	konflikt
mellom	mellom
kirke	kirke
og	og
stat	stat
blitt	bli
mindre	liten
.	$.

Samtidig	samtidig
har	ha
utviklingen	utvikling
synliggjort	synliggjort
og	og
forsterket	forsterke
spenningen	spenning
,	$,
fordi	fordi
avstanden	avstand
mellom	mellom
Grunnlovens	Grunnlovens
formelle	formell
rammer	ramme
og	og
den	den
faktiske	faktisk
kirkeordningen	kirkeordningen
er	være
blitt	bli
større	stor
,	$,
og	og
fordi	fordi
kirken	kirke
institusjonelt	institusjonelt
sett	se
nå	nå
er	være
organisert	organisere
for	for
å	å
kunne	kunne
fungere	fungere
som	som
et	en
selvstendig	selvstendig
trossamfunn	trossamfunn
.	$.

Utviklingen	utvikling
av	av
et	en
mer	mye
pluralistisk	pluralistisk
samfunn	samfunn
har	ha
aktualisert	aktualisere
debatten	debatt
om	om
statskirkeordningen	statskirkeordningen
.	$.

Ikke	ikke
minst	liten
blir	bli
ordningen	ordning
utfordret	utfordre
av	av
befolkningsgrupper	befolkningsgrupper
med	med
andre	annen
kulturtradisjoner	kulturtradisjoner
og	og
andre	annen
trosuttrykk	trosuttrykk
enn	enn
majoriteten	majoritet
av	av
den	den
norske	norsk
befolkningen	befolkning
.	$.

2.2.2	2.2.2
Statskirkeordningen	Statskirkeordningen
|	$|

I	i
kapittel	kapittel
4	4
beskrives	beskrive
Den	Den
norske	norsk
kirke	kirke
som	som
trossamfunn	trossamfunn
og	og
organisasjon	organisasjon
,	$,
og	og
lovverket	lovverk
gjennomgåes	gjennomgåes
.	$.

Bildet	bilde
av	av
det	det
norske	norsk
tros-	tros-
og	og
livssynslandskapet	livssynslandskapet
tegnes	tegnes
og	og
blikket	blikk
kastes	kastes
utover	utover
i	i
Europa	Europa
.	$.

Deretter	deretter
behandles	behandle
tros-	tros-
og	og
livssynsfriheten	livssynsfriheten
(	$(
religionsfriheten	religionsfriheten
)	$)
på	på
prinsipielt	prinsipiell
grunnlag	grunnlag
med	med
de	de
konsekvenser	konsekvens
dette	dette
har	ha
for	for
Den	Den
norske	norsk
kirke	kirke
,	$,
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
og	og
det	det
enkelte	enkelt
menneske	menneske
,	$,
i	i
lys	lys
av	av
den	den
nåværende	nåværende
statskirkeordningen	statskirkeordningen
.	$.

Den	Den
norske	norsk
kirke	kirke
som	som
trossamfunn	trossamfunn
|	$|

Den	Den
norske	norsk
kirke	kirke
er	være
først	først
og	og
fremst	fremre
et	en
trossamfunn	trossamfunn
,	$,
basert	basere
på	på
den	den
evangelisk-lutherske	evangelisk-lutherske
religion	religion
.	$.

Den	den
er	være
et	en
kirkelig	kirkelig
fellesskap	fellesskap
bestående	bestå
av	av
sine	sin
døpte	døpte
medlemmer	medlem
,	$,
og	og
med	med
en	en
identitet	identitet
forankret	forankre
i	i
eget	egen
